filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00122.png',)","[0.00930522009730339, 24.05674934387207, 1.9105384349822998]","[-0.12898831069469452, 24.150005340576172, 1.927043080329895]","[0.8395333290100098, -0.5392528176307678, 0.027760524302721024, -0.060163453221321106]","[0.8411333560943604, -0.5389695763587952, 0.018491189926862717, -0.040799226611852646]",2.467057,0.16761321
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00124.png',)","[1.0340923070907593, 24.23624038696289, 1.7779417037963867]","[0.8687665462493896, 24.252178192138672, 1.8271124362945557]","[0.819880485534668, -0.5501545667648315, 0.09927503019571304, -0.12357369065284729]","[0.8236965537071228, -0.5518524050712585, 0.09027404338121414, -0.09398695081472397]",3.5758817,0.17321773
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00126.png',)","[1.980480432510376, 24.164289474487305, 1.835843563079834]","[1.9695497751235962, 24.110721588134766, 1.8026492595672607]","[0.8071657419204712, -0.5701670050621033, 0.08991450071334839, -0.12372720241546631]","[0.8125766515731812, -0.571197509765625, 0.07789821177721024, -0.08593347668647766]",4.588274,0.06395983
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00128.png',)","[3.0970757007598877, 23.65032386779785, 1.6229987144470215]","[2.9042012691497803, 23.655763626098633, 1.6492164134979248]","[0.8195896744728088, -0.5612244009971619, 0.05367661640048027, -0.10207255184650421]","[0.8206247687339783, -0.5650508403778076, 0.0425020195543766, -0.07406847178936005]",3.4847472,0.19472417
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00130.png',)","[4.553689479827881, 23.0490779876709, 1.6100997924804688]","[4.21692419052124, 23.231773376464844, 1.5295777320861816]","[0.835425853729248, -0.5468882918357849, -0.0005431926110759377, -0.05455847457051277]","[0.8328686356544495, -0.5521557927131653, -0.00779797462746501, -0.03732483461499214]",2.244438,0.39150003
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00132.png',)","[5.735998630523682, 22.73858070373535, 1.7284736633300781]","[5.488685607910156, 22.642396926879883, 1.6777546405792236]","[0.8164172172546387, -0.5747119188308716, -0.03490932285785675, -0.04416507109999657]","[0.8058592081069946, -0.5905715227127075, -0.042599331587553024, -0.0012110822135582566]",5.4568567,0.27016193
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00134.png',)","[6.606803894042969, 21.663013458251953, 1.8814332485198975]","[6.453227996826172, 21.59467124938965, 1.761847734451294]","[0.8041014671325684, -0.5876256823539734, -0.08862487971782684, -0.016201354563236237]","[0.7975126504898071, -0.596815824508667, -0.08821353316307068, -0.0016750975046306849]",2.110352,0.20629326
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00136.png',)","[7.544982433319092, 20.754283905029297, 1.5709785223007202]","[7.456045150756836, 20.75618553161621, 1.6086368560791016]","[0.8159980773925781, -0.5727452635765076, -0.06027546152472496, -0.04976901784539223]","[0.8131224513053894, -0.577012836933136, -0.06820297986268997, -0.03516370803117752]",1.993237,0.09660024
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00138.png',)","[8.198657989501953, 20.0884952545166, 1.442937970161438]","[8.050461769104004, 20.055587768554688, 1.41303551197052]","[0.7581347823143005, -0.5661448836326599, 0.1501314640045166, -0.28665709495544434]","[0.7716132998466492, -0.5604600310325623, 0.14694370329380035, -0.2624976933002472]",3.2569344,0.15472291
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00140.png',)","[9.462377548217773, 18.786972045898438, 1.278935432434082]","[9.108086585998535, 19.050024032592773, 1.2162885665893555]","[0.5886389017105103, -0.5000649094581604, 0.40025076270103455, -0.4931923747062683]","[0.5903340578079224, -0.49086251854896545, 0.4087826609611511, -0.49341312050819397]",1.4504749,0.4456939
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00142.png',)","[9.959413528442383, 18.099140167236328, 1.2554665803909302]","[9.941493034362793, 17.95346450805664, 1.27156662940979]","[0.6143804788589478, -0.44282984733581543, 0.3948912024497986, -0.5200955867767334]","[0.6098060607910156, -0.4309806525707245, 0.4053736627101898, -0.5273182392120361]",2.0596726,0.14765416
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00144.png',)","[11.175174713134766, 17.051050186157227, 1.1298577785491943]","[11.072212219238281, 16.966684341430664, 1.1140803098678589]","[0.7496925592422485, -0.4692041575908661, 0.27293118834495544, -0.37857258319854736]","[0.7603630423545837, -0.45449984073638916, 0.2830643653869629, -0.36763104796409607]",2.6930773,0.13404402
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00146.png',)","[12.299631118774414, 16.641035079956055, 1.0327156782150269]","[12.009403228759766, 16.604110717773438, 1.0485373735427856]","[0.8666661381721497, -0.42998233437538147, 0.1256016194820404, -0.21961162984371185]","[0.8674379587173462, -0.4440402388572693, 0.11486352235078812, -0.19283701479434967]",3.6783965,0.29299483
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00148.png',)","[13.485016822814941, 15.996442794799805, 1.0331684350967407]","[13.0862455368042, 15.996733665466309, 1.0128202438354492]","[0.8930011987686157, -0.4171164333820343, 0.061042893677949905, -0.157596156001091]","[0.9015889167785645, -0.4085073471069336, 0.05165204033255577, -0.13263212144374847]",3.3589263,0.3992902
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00150.png',)","[14.483882904052734, 15.048879623413086, 0.9190718531608582]","[14.035221099853516, 15.177207946777344, 0.9264615178108215]","[0.8302892446517944, -0.5098698139190674, 0.10238873213529587, -0.20042230188846588]","[0.8378194570541382, -0.5066919922828674, 0.09576001763343811, -0.17930953204631805]",2.7032309,0.4667121
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00152.png',)","[14.992620468139648, 14.442317962646484, 0.9137263894081116]","[14.92435073852539, 14.271748542785645, 0.9523807764053345]","[0.7629232406616211, -0.5749722123146057, 0.14035221934318542, -0.2601085901260376]","[0.7732361555099487, -0.570443332195282, 0.13161101937294006, -0.24367764592170715]",2.492624,0.18774676
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00154.png',)","[15.840890884399414, 13.59312629699707, 0.2530030608177185]","[15.743461608886719, 13.49687385559082, 0.3467233180999756]","[0.632175862789154, -0.5341023802757263, 0.33932483196258545, -0.4471544623374939]","[0.6433557868003845, -0.533303439617157, 0.34091830253601074, -0.4306454658508301]",2.293425,0.16595325
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00156.png',)","[16.992786407470703, 12.582991600036621, 0.6822583079338074]","[16.463623046875, 12.878551483154297, 0.691164493560791]","[0.501723051071167, -0.481701135635376, 0.48947471380233765, -0.5259777307510376]","[0.4981718063354492, -0.47416627407073975, 0.5060384273529053, -0.5204963088035583]",2.21495,0.6061756
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00158.png',)","[17.41196060180664, 12.28954792022705, 0.6844298839569092]","[17.284549713134766, 12.396857261657715, 0.6477076411247253]","[0.5206343531608582, -0.4282333552837372, 0.49592122435569763, -0.5473740100860596]","[0.5360869765281677, -0.42718812823295593, 0.49458086490631104, -0.5343322157859802]",2.3246121,0.17057946
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00160.png',)","[18.470273971557617, 11.683284759521484, 0.661714494228363]","[18.133920669555664, 11.988167762756348, 0.7043344378471375]","[0.5149370431900024, -0.42517709732055664, 0.5008518695831299, -0.5506467223167419]","[0.5170623064041138, -0.4217205047607422, 0.5000695586204529, -0.5520225763320923]",0.4957444,0.45596454
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00162.png',)","[19.330026626586914, 11.462470054626465, 0.6894932389259338]","[18.91248893737793, 11.662789344787598, 0.6094203591346741]","[0.5123598575592041, -0.45022180676460266, 0.5029670000076294, -0.530859649181366]","[0.5080269575119019, -0.4396166205406189, 0.5105547904968262, -0.5366373062133789]",1.708184,0.46997574
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00164.png',)","[19.887550354003906, 10.97168254852295, 0.5798331499099731]","[19.54498291015625, 11.238914489746094, 0.6396738290786743]","[0.5373423099517822, -0.44895243644714355, 0.47919803857803345, -0.5292204022407532]","[0.5404262542724609, -0.44684791564941406, 0.47875866293907166, -0.5282580256462097]",0.4441127,0.438573
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00166.png',)","[20.328256607055664, 10.44394302368164, 0.41751110553741455]","[20.13420295715332, 10.45106315612793, 0.44706419110298157]","[0.7013574242591858, -0.5611714124679565, 0.2817423939704895, -0.33735108375549316]","[0.7073267698287964, -0.5624269247055054, 0.2858666777610779, -0.3188183605670929]",2.2845342,0.19642021
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00168.png',)","[20.937253952026367, 9.851936340332031, 0.25697895884513855]","[21.000267028808594, 9.78576946258545, 0.2387479692697525]","[0.7719303965568542, -0.5439846515655518, 0.20456291735172272, -0.2576011121273041]","[0.7648099064826965, -0.5489493608474731, 0.21760019659996033, -0.2576247751712799]",1.794005,0.09317227
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00170.png',)","[22.265640258789062, 9.041860580444336, 0.08393758535385132]","[21.98120880126953, 9.174132347106934, 0.1541239321231842]","[0.8163889050483704, -0.4797627031803131, 0.1754547357559204, -0.26935601234436035]","[0.8238888382911682, -0.4708262085914612, 0.17976564168930054, -0.2592571973800659]",1.8354114,0.32143927
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00172.png',)","[23.388797760009766, 8.483407974243164, 0.19884175062179565]","[23.13166046142578, 8.757429122924805, 0.296005517244339]","[0.8327785730361938, -0.40834638476371765, 0.19044242799282074, -0.32165950536727905]","[0.8299382925033569, -0.40870073437690735, 0.19818171858787537, -0.3238675892353058]",0.97797906,0.38813394
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00174.png',)","[24.5936279296875, 8.331371307373047, 0.10005450248718262]","[24.116418838500977, 8.497715950012207, 0.22136613726615906]","[0.7790860533714294, -0.44211623072624207, 0.24986740946769714, -0.36759278178215027]","[0.7790104746818542, -0.43513357639312744, 0.253814160823822, -0.3733361065387726]",1.1301979,0.5197264
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00176.png',)","[25.34705352783203, 7.81462287902832, 0.136729896068573]","[25.2637996673584, 8.027486801147461, 0.19024720788002014]","[0.7327852845191956, -0.4770800471305847, 0.2894068956375122, -0.389440655708313]","[0.7394805550575256, -0.4837230145931244, 0.268770307302475, -0.3833317458629608]",2.6922052,0.23474742
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00178.png',)","[26.096881866455078, 7.601914405822754, 0.09347102046012878]","[26.104345321655273, 7.6009840965271, 0.1179606020450592]","[0.69020015001297, -0.5036550760269165, 0.3089532256126404, -0.4177359342575073]","[0.6818068027496338, -0.5051703453063965, 0.3243469297885895, -0.4180211126804352]",2.0158844,0.025618514
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00180.png',)","[27.17650032043457, 7.038607597351074, -0.11939096450805664]","[27.014204025268555, 7.279411315917969, -0.05602531135082245]","[0.6115471124649048, -0.44463279843330383, 0.38883474469184875, -0.5264213681221008]","[0.608658492565155, -0.4339577853679657, 0.39750003814697266, -0.5321740508079529]",1.7395134,0.29722336
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00182.png',)","[27.812976837158203, 6.779716968536377, 0.2003920078277588]","[27.741722106933594, 6.869543552398682, 0.2872981131076813]","[0.6664063334465027, -0.47857916355133057, 0.3630063533782959, -0.4416911005973816]","[0.6694223880767822, -0.46843966841697693, 0.3611706793308258, -0.4494371712207794]",1.5164278,0.1438705
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00184.png',)","[28.832767486572266, 6.059927463531494, -0.0902303010225296]","[28.790348052978516, 6.1878790855407715, -0.05909289792180061]","[0.663881242275238, -0.471200555562973, 0.3846326172351837, -0.43507418036460876]","[0.6536702513694763, -0.47790032625198364, 0.37160542607307434, -0.4541320502758026]",2.9926503,0.13834943
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00186.png',)","[29.597684860229492, 4.8178324699401855, -0.2728981673717499]","[29.4490966796875, 5.002835273742676, -0.25380197167396545]","[0.6531625390052795, -0.4618440866470337, 0.36248353123664856, -0.47820964455604553]","[0.6536192893981934, -0.47282978892326355, 0.35778048634529114, -0.4703264534473419]",1.6408755,0.23805283
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq12_frame00188.png',)","[30.109622955322266, 4.1839189529418945, -0.26999983191490173]","[29.86891746520996, 4.273200035095215, -0.18807777762413025]","[0.6616976261138916, -0.5183082222938538, 0.359195351600647, -0.40557554364204407]","[0.663995087146759, -0.5158575177192688, 0.3477594554424286, -0.41480717062950134]",1.7273217,0.2694837
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00002.png',)","[9.270917892456055, -29.332992553710938, -2.254903793334961]","[9.149003982543945, -29.152997970581055, -2.2307634353637695]","[0.16966721415519714, -0.19965657591819763, 0.6749864220619202, -0.6897417902946472]","[0.16275762021541595, -0.19679294526576996, 0.6826992630958557, -0.6846197843551636]",1.3631248,0.21873228
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00004.png',)","[9.170846939086914, -29.39638328552246, -2.2967934608459473]","[8.93437385559082, -29.078310012817383, -2.236680269241333]","[0.16143320500850677, -0.18776601552963257, 0.6762922406196594, -0.693766713142395]","[0.16017986834049225, -0.18266496062278748, 0.6827400326728821, -0.6890878081321716]",1.0914445,0.4008787
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00006.png',)","[7.93455696105957, -28.694847106933594, -2.1697301864624023]","[7.789738655090332, -28.731990814208984, -2.165531873703003]","[0.17490005493164062, -0.1669180691242218, 0.6525072455406189, -0.7181801199913025]","[0.16723784804344177, -0.17526641488075256, 0.6550659537315369, -0.7156827449798584]",1.361401,0.14956477
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00008.png',)","[7.045191287994385, -28.594846725463867, -2.2559797763824463]","[6.786025524139404, -28.480850219726562, -2.116792917251587]","[0.14612483978271484, -0.14552424848079681, 0.6664460301399231, -0.716463565826416]","[0.1425006091594696, -0.14296776056289673, 0.6585517525672913, -0.7249575853347778]",1.4210367,0.31549183
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00010.png',)","[6.528902530670166, -27.82907485961914, -2.172983407974243]","[6.295923709869385, -27.793642044067383, -2.0982370376586914]","[0.05667180195450783, -0.09104233980178833, 0.6470177173614502, -0.754895806312561]","[0.05560712516307831, -0.07912007719278336, 0.652397096157074, -0.7516821026802063]",1.5475928,0.2472279
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00012.png',)","[6.713932991027832, -26.79129981994629, -2.2444260120391846]","[6.5866312980651855, -27.03265953063965, -2.152700424194336]","[0.06181199476122856, -0.020815204828977585, -0.5526490807533264, 0.8308579921722412]","[0.0832788497209549, -0.02243098057806492, -0.5474274754524231, 0.8323969841003418]",2.5445259,0.28787813
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00014.png',)","[7.021015644073486, -26.312299728393555, -2.159113883972168]","[6.865420818328857, -26.43531608581543, -2.079010248184204]","[0.1552332043647766, -0.05763886868953705, -0.4268929660320282, 0.889012336730957]","[0.16586294770240784, -0.0475819855928421, -0.4160338342189789, 0.8928276896476746]",2.1328568,0.2139144
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00016.png',)","[7.241911888122559, -25.7269287109375, -2.161834239959717]","[7.092406749725342, -25.923274993896484, -2.1472012996673584]","[0.15901271998882294, -0.05344315618276596, -0.42568084597587585, 0.8891876339912415]","[0.17996546626091003, -0.04738526791334152, -0.42114466428756714, 0.8876960277557373]",2.558331,0.24722008
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00018.png',)","[7.634471416473389, -25.55907440185547, -1.9850258827209473]","[7.215112686157227, -25.669450759887695, -1.9569345712661743]","[0.1593993902206421, -0.10190851241350174, -0.5825097560882568, 0.7904990911483765]","[0.1856098473072052, -0.10393649339675903, -0.5832685232162476, 0.783928632736206]",3.1061115,0.4345501
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00020.png',)","[8.042184829711914, -24.477750778198242, -1.9692550897598267]","[7.936962604522705, -24.930599212646484, -1.969477891921997]","[0.1694299429655075, -0.08301792293787003, -0.6364184617996216, 0.7479125261306763]","[0.2021399587392807, -0.09686896204948425, -0.6357675194740295, 0.7386173605918884]",4.2082524,0.46491233
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00022.png',)","[9.324186325073242, -24.250732421875, -1.9583474397659302]","[8.951236724853516, -24.641565322875977, -1.931828260421753]","[0.11764170974493027, -0.04977087676525116, -0.63068687915802, 0.7654523849487305]","[0.14211182296276093, -0.0642976388335228, -0.6287171840667725, 0.7618298530578613]",3.295165,0.5408743
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00024.png',)","[10.57467269897461, -24.401500701904297, -1.9295220375061035]","[10.11373233795166, -24.403566360473633, -1.9044513702392578]","[0.07754945009946823, -0.05147402361035347, -0.6596746444702148, 0.7457653284072876]","[0.09022776037454605, -0.06269562244415283, -0.6681115627288818, 0.735904335975647]",2.4444265,0.46162626
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00026.png',)","[11.546411514282227, -24.31884002685547, -2.0321707725524902]","[11.059864044189453, -24.079734802246094, -1.9314870834350586]","[0.06180587783455849, 0.01130970660597086, -0.6718862652778625, 0.7379844784736633]","[0.053401101380586624, 0.007667619735002518, -0.6807326674461365, 0.7305426597595215]",1.6897562,0.5513955
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00028.png',)","[12.138944625854492, -23.966360092163086, -1.9759407043457031]","[11.843738555908203, -23.834810256958008, -1.9114435911178589]","[0.0020888838917016983, -0.004355610813945532, -0.6316400766372681, 0.7752467393875122]","[0.0033687646500766277, -0.013012629933655262, 0.6274678111076355, -0.7785264849662781]",2.1728504,0.32956314
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00030.png',)","[12.857196807861328, -23.71927833557129, -2.093369960784912]","[12.668941497802734, -23.80306625366211, -2.0567593574523926]","[0.0497235544025898, -0.03457241877913475, 0.5241039395332336, -0.8494983315467834]","[0.02822599932551384, -0.03896846994757652, 0.523989200592041, -0.8503646850585938]",2.5160656,0.20928644
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00032.png',)","[13.300505638122559, -24.215173721313477, -2.228928327560425]","[13.200441360473633, -24.422260284423828, -2.133350372314453]","[0.04017374664545059, -0.03879508376121521, 0.48261967301368713, -0.8740476965904236]","[0.03269747644662857, -0.048055846244096756, 0.47882503271102905, -0.8759841322898865]",1.4477742,0.24906394
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00034.png',)","[13.463085174560547, -25.052671432495117, -2.258256435394287]","[13.487464904785156, -25.085548400878906, -2.166948080062866]","[0.05683300644159317, -0.0553976409137249, 0.507395327091217, -0.8580508232116699]","[0.05544372648000717, -0.06156662106513977, 0.5102578401565552, -0.8560213446617126]",0.82708347,0.10006239
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq14_frame00036.png',)","[13.626896858215332, -25.400779724121094, -2.234187126159668]","[13.582442283630371, -25.593822479248047, -2.1794023513793945]","[0.019011499360203743, -0.05780969560146332, 0.6327778100967407, -0.7719384431838989]","[0.020515184849500656, -0.05492188781499863, 0.6232393383979797, -0.7798304557800293]",1.4660403,0.20553124
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00002.png',)","[-2.943638563156128, -30.396177291870117, -2.231818914413452]","[-3.02878999710083, -30.307886123657227, -2.0244927406311035]","[0.17875762283802032, -0.07986225932836533, -0.6547790169715881, 0.7300220131874084]","[0.1807764768600464, -0.09031723439693451, -0.6558082103729248, 0.7273776531219482]",1.2629815,0.24089466
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00004.png',)","[-3.237760543823242, -30.382810592651367, -2.088606357574463]","[-3.3436036109924316, -30.155284881591797, -2.011763334274292]","[0.19617411494255066, -0.08773237466812134, -0.6607204079627991, 0.71921306848526]","[0.19362126290798187, -0.10036857426166534, -0.6610621213912964, 0.7179372310638428]",1.4840815,0.26244155
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00006.png',)","[-4.2318034172058105, -29.474559783935547, -2.124948740005493]","[-4.358489513397217, -29.364362716674805, -1.9565834999084473]","[0.16233684122562408, -0.08509671688079834, -0.6508303284645081, 0.7367666959762573]","[0.1727389246225357, -0.09775250405073166, -0.6484450697898865, 0.7349318265914917]",1.9085823,0.2377806
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00008.png',)","[-5.22501802444458, -28.626422882080078, -1.990708351135254]","[-5.361143589019775, -28.558931350708008, -1.9152027368545532]","[0.20628276467323303, -0.12276963889598846, -0.6460750102996826, 0.7245427370071411]","[0.20926013588905334, -0.1348772495985031, -0.6428119540214539, 0.7244385480880737]",1.4766794,0.16966547
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00010.png',)","[-6.00933837890625, -27.78508758544922, -1.8090375661849976]","[-6.22986364364624, -27.586101531982422, -1.7245491743087769]","[0.21156691014766693, -0.12322559207677841, -0.6523037552833557, 0.7173247933387756]","[0.21118338406085968, -0.1353493481874466, -0.6518051624298096, 0.7157040238380432]",1.4021847,0.30881244
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00012.png',)","[-7.071600437164307, -26.419527053833008, -1.7427233457565308]","[-7.25193452835083, -26.570417404174805, -1.716536283493042]","[0.2013099193572998, -0.12200117856264114, -0.642211377620697, 0.729489266872406]","[0.2057616412639618, -0.1247197687625885, -0.6416131854057312, 0.7283129692077637]",0.6142098,0.23658834
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00015.png',)","[-8.667099952697754, -25.185232162475586, -1.3510775566101074]","[-8.812538146972656, -25.283618927001953, -1.3748316764831543]","[0.2115606814622879, -0.13956305384635925, -0.6426961421966553, 0.7229840755462646]","[0.21743065118789673, -0.13270817697048187, -0.6427706480026245, 0.7224668860435486]",1.0347542,0.17719053
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00017.png',)","[-9.483659744262695, -24.495540618896484, -1.6387985944747925]","[-9.71212387084961, -24.484601974487305, -1.6578667163848877]","[0.25599709153175354, -0.17957307398319244, -0.6407707333564758, 0.7011646628379822]","[0.26013243198394775, -0.1842717081308365, -0.6456487774848938, 0.6939111948013306]",1.2316055,0.2295193
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00019.png',)","[-10.435526847839355, -23.388830184936523, -1.4924321174621582]","[-10.603909492492676, -23.394329071044922, -1.4922782182693481]","[0.2623424828052521, -0.17966559529304504, -0.6384504437446594, 0.7009120583534241]","[0.27050384879112244, -0.1837778389453888, -0.6471246480941772, 0.6886821985244751]",2.0116088,0.16847248
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00021.png',)","[-11.443921089172363, -22.37264633178711, -1.4665683507919312]","[-11.789299011230469, -22.52583885192871, -1.407691240310669]","[0.2742660343647003, -0.20257256925106049, -0.6283331513404846, 0.6992425322532654]","[0.28959745168685913, -0.2010110765695572, -0.6305352449417114, 0.6914862394332886]",1.9920586,0.38238773
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00023.png',)","[-12.601710319519043, -21.474498748779297, -1.3940610885620117]","[-12.99593448638916, -21.553709030151367, -1.3696273565292358]","[0.255850613117218, -0.1963007152080536, -0.6345649361610413, 0.702377438545227]","[0.25344470143318176, -0.20529665052890778, -0.6416272521018982, 0.6942143440246582]",1.6327461,0.40284482
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00025.png',)","[-13.737387657165527, -20.579580307006836, -1.24761962890625]","[-14.094048500061035, -20.675128936767578, -1.2784091234207153]","[0.2750372886657715, -0.21770763397216797, -0.6166790723800659, 0.7047445774078369]","[0.28845950961112976, -0.23275834321975708, -0.6255177855491638, 0.6865436434745789]",3.273237,0.37051922
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00027.png',)","[-14.845320701599121, -19.58599281311035, -1.1921019554138184]","[-15.120230674743652, -19.71698760986328, -1.1959723234176636]","[0.2803691327571869, -0.22130921483039856, -0.6161626577377319, 0.7019680142402649]","[0.28192460536956787, -0.2139395922422409, -0.6267282962799072, 0.6942334175109863]",1.7304908,0.30454904
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00029.png',)","[-15.942931175231934, -18.710325241088867, -0.954256534576416]","[-16.216432571411133, -18.904130935668945, -1.0073338747024536]","[0.273770809173584, -0.22284652292728424, -0.6181207895278931, 0.702364444732666]","[0.27587780356407166, -0.22636771202087402, -0.6252539157867432, 0.6940509080886841]",1.3393757,0.33938307
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00031.png',)","[-17.097017288208008, -17.927623748779297, -0.9500430822372437]","[-17.385656356811523, -18.120264053344727, -0.9800044298171997]","[0.27878233790397644, -0.23380009829998016, -0.6135873794555664, 0.7008055448532104]","[0.2775512933731079, -0.24303284287452698, -0.6245118975639343, 0.688393235206604]",2.1750107,0.3483109
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00033.png',)","[-18.251562118530273, -16.852632522583008, -1.0131864547729492]","[-18.414247512817383, -17.042217254638672, -1.0928839445114136]","[0.2786940634250641, -0.24615219235420227, -0.615106463432312, 0.6952573657035828]","[0.2715405523777008, -0.23834876716136932, -0.6233144998550415, 0.6934946179389954]",1.5475928,0.2622224
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00035.png',)","[-19.423614501953125, -16.084732055664062, -0.8936575651168823]","[-19.401691436767578, -16.205469131469727, -1.0040004253387451]","[0.2981884181499481, -0.25275757908821106, -0.6219131946563721, 0.6785435676574707]","[0.29136550426483154, -0.24909497797489166, -0.6319726705551147, 0.6735490560531616]",1.5626917,0.16502608
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00037.png',)","[-20.263139724731445, -15.19974136352539, -0.5533036589622498]","[-20.52406883239746, -15.224737167358398, -0.7484514713287354]","[0.28937196731567383, -0.25485292077064514, -0.6268929243087769, 0.6769928336143494]","[0.2920045852661133, -0.2632257640361786, -0.6298714876174927, 0.6698562502861023]",1.340544,0.32678962
"('../data/deepslam_data/Cambridge/StMarysChurch/train/rgb/seq1_frame00039.png',)","[-21.25052833557129, -14.243559837341309, -0.4210176467895508]","[-21.62034034729004, -14.337504386901855, -0.6624452471733093]","[0.2848164141178131, -0.24838732182979584, -0.6142262816429138, 0.6927550435066223]","[0.29696962237358093, -0.2451542168855667, -0.6247776746749878, 0.6792358160018921]",2.436408,0.45152387
