filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000250.color.png',)","[-0.8426416516304016, -0.18671640753746033, -0.4658004939556122]","[-0.8323501944541931, -0.19979143142700195, -0.44777777791023254]","[0.7647737860679626, 0.1941327154636383, -0.47884637117385864, -0.3848891854286194]","[0.768176794052124, 0.20153702795505524, -0.47430434823036194, -0.3798983097076416]",1.2117447,0.024529342
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000920.color.png',)","[0.46951454877853394, -0.027233358472585678, 0.20324373245239258]","[0.4563559889793396, -0.0519636794924736, 0.2328321784734726]","[0.9881813526153564, 0.021197134628891945, 0.10185186564922333, 0.11258114129304886]","[0.9888098835945129, 0.025587525218725204, 0.0948801264166832, 0.1122407391667366]",0.947905,0.040745705
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000755.color.png',)","[0.8382377028465271, -0.15170828998088837, 0.002272477373480797]","[0.8111695647239685, -0.16584429144859314, -0.0003948360390495509]","[0.8903793096542358, -0.02030927501618862, 0.31951695680618286, 0.3236066401004791]","[0.8925727009773254, -0.01948237046599388, 0.31697922945022583, 0.32009157538414]",0.56232035,0.030653307
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000855.color.png',)","[1.2895461320877075, 0.2323317974805832, 0.016727281734347343]","[1.3285094499588013, 0.23164431750774384, 0.027619963511824608]","[0.8803090453147888, 0.03307359293103218, 0.3719649910926819, 0.2925821542739868]","[0.8794011473655701, 0.032048940658569336, 0.37390807271003723, 0.29294922947883606]",0.27411222,0.04046311
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000270.color.png',)","[-0.3438381254673004, 0.01853867620229721, 0.19072668254375458]","[-0.34846624732017517, -0.0032245272304862738, 0.21846634149551392]","[0.9870587587356567, -0.07409567385911942, -0.10250464826822281, -0.09857797622680664]","[0.9872888326644897, -0.0720030665397644, -0.10176368802785873, -0.0985923707485199]",0.2564085,0.035560444
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000955.color.png',)","[0.8043510913848877, -0.16858474910259247, 0.22831718623638153]","[0.8157432079315186, -0.18479719758033752, 0.26287633180618286]","[0.9465835094451904, 0.13590484857559204, 0.2716825306415558, 0.10815846174955368]","[0.9472442865371704, 0.1400490254163742, 0.2667038142681122, 0.10946989059448242]",0.7600141,0.039836645
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000985.color.png',)","[-0.51542729139328, 0.26188796758651733, -0.07538784295320511]","[-0.48712924122810364, 0.2751798629760742, -0.04556899517774582]","[0.926215410232544, 0.019390806555747986, 0.3069823086261749, 0.21796992421150208]","[0.9245336055755615, 0.01762343943119049, 0.30995234847068787, 0.22103530168533325]",0.56232035,0.04320437
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000730.color.png',)","[1.0291165113449097, -0.16605189442634583, 0.11518046259880066]","[1.0110011100769043, -0.18041042983531952, 0.11390933394432068]","[0.9310240745544434, -0.014536739327013493, 0.2561684548854828, 0.2595394551753998]","[0.9326501488685608, -0.012140321545302868, 0.2527064085006714, 0.2572076916694641]",0.5801327,0.023150617
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000095.color.png',)","[-0.025689151138067245, -0.5598613023757935, -0.004604917019605637]","[-0.02784804254770279, -0.5779976844787598, 0.019613394513726234]","[0.9824486970901489, 0.1508917659521103, -0.04828934371471405, -0.098460353910923]","[0.9823811054229736, 0.15508237481117249, -0.04664060100913048, -0.09328150749206543]",0.786334,0.030333411
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000370.color.png',)","[0.7189780473709106, 0.0988488644361496, 0.16712482273578644]","[0.7085532546043396, 0.07701177895069122, 0.1840379536151886]","[0.9108277559280396, -0.023580050095915794, 0.325431764125824, 0.252845823764801]","[0.9124910235404968, -0.01731930859386921, 0.32147157192230225, 0.2524208128452301]",0.8704251,0.02952268
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000130.color.png',)","[0.12086459994316101, -0.5053198337554932, 0.010250700637698174]","[0.12391673028469086, -0.5242671370506287, 0.03148456662893295]","[0.990722119808197, 0.11530469357967377, -0.06089156121015549, -0.0382990837097168]","[0.9910152554512024, 0.11782656610012054, -0.0540338009595871, -0.032956305891275406]",1.0355103,0.028621545
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000685.color.png',)","[-0.4465922713279724, 0.16240830719470978, -0.34428444504737854]","[-0.4209604561328888, 0.14657533168792725, -0.314683198928833]","[0.8428301215171814, 0.13336053490638733, -0.3900413513183594, -0.346005916595459]","[0.8473573923110962, 0.1359083354473114, -0.38222989439964294, -0.3426583409309387]",1.1412245,0.04223632
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000990.color.png',)","[1.1022496223449707, -0.038724545389413834, 0.03167164325714111]","[1.1079216003417969, -0.05130675435066223, 0.06142774224281311]","[0.841280460357666, 0.11446141451597214, 0.448604941368103, 0.2791048288345337]","[0.8428348898887634, 0.11476949602365494, 0.4465191662311554, 0.27762916684150696]",0.34034836,0.032801047
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000220.color.png',)","[-0.8943755030632019, 0.009231586009263992, 0.17290078103542328]","[-0.8953503966331482, -0.020746275782585144, 0.17978808283805847]","[0.9955308437347412, -0.02415335550904274, -0.069066621363163, -0.05970550701022148]","[0.9955170750617981, -0.015623973682522774, -0.07114050537347794, -0.06033870950341225]",1.0079323,0.0307743
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000975.color.png',)","[0.9294039011001587, -0.06203903257846832, 0.07627764344215393]","[0.9385578632354736, -0.08099852502346039, 0.10547944158315659]","[0.8898411393165588, 0.08716123551130295, 0.3774246275424957, 0.24111495912075043]","[0.8910237550735474, 0.08927933126688004, 0.3743472695350647, 0.24076984822750092]",0.44762352,0.036000032
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000835.color.png',)","[1.0863080024719238, 0.13713912665843964, 0.006911545991897583]","[1.0792521238327026, 0.13289634883403778, 0.00647355243563652]","[0.8992839455604553, -0.04634883254766464, 0.31878986954689026, 0.2958264946937561]","[0.899434506893158, -0.04803492873907089, 0.3207690715789795, 0.29294607043266296]",0.4441127,0.008244903
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000510.color.png',)","[0.07422787696123123, 0.20800723135471344, 0.05335795134305954]","[0.07756644487380981, 0.18860483169555664, 0.09021028131246567]","[0.9965789318084717, 0.054908838123083115, -0.06149139255285263, 0.005868433974683285]","[0.9962944388389587, 0.05874575674533844, -0.06235091760754585, 0.00766322435811162]",0.4925767,0.041781496
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000230.color.png',)","[-0.7993834018707275, -0.2577415108680725, -0.32688722014427185]","[-0.7820020318031311, -0.25879034399986267, -0.3040635287761688]","[0.809060275554657, 0.17331135272979736, -0.44325944781303406, -0.3448270261287689]","[0.8143102526664734, 0.17599831521511078, -0.4354293942451477, -0.3410641849040985]",1.2026676,0.028707715
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000335.color.png',)","[0.35323062539100647, 0.013128001242876053, 0.1521599143743515]","[0.34212958812713623, -0.0011785620590671897, 0.1853344589471817]","[0.9969226717948914, -0.014447730965912342, 0.07108323276042938, -0.029726000502705574]","[0.9971321821212769, -0.009704804047942162, 0.06983225047588348, -0.027509335428476334]",0.6167531,0.03779499
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000360.color.png',)","[-0.8943510055541992, -0.41792792081832886, -0.23587730526924133]","[-0.886029839515686, -0.4599633514881134, -0.21034933626651764]","[0.9727243781089783, 0.2176363468170166, -0.03412330523133278, -0.07264585047960281]","[0.9698878526687622, 0.23005418479442596, -0.03500297665596008, -0.07188419252634048]",1.4655063,0.049878817
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000225.color.png',)","[-0.7807097434997559, -0.2708476781845093, -0.27637946605682373]","[-0.7610556483268738, -0.27353233098983765, -0.2608111798763275]","[0.8276980519294739, 0.16353070735931396, -0.42689642310142517, -0.3254737854003906]","[0.8324827551841736, 0.16596205532550812, -0.4200376868247986, -0.3209320604801178]",1.1246442,0.025216311
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000395.color.png',)","[-0.6014707088470459, -0.3376898765563965, 0.01946338824927807]","[-0.6131454110145569, -0.3997081220149994, 0.03739136829972267]","[0.9891708493232727, 0.11908891797065735, 0.07055800408124924, -0.04879029467701912]","[0.9873735308647156, 0.13309471309185028, 0.07097280025482178, -0.048396036028862]",1.6187844,0.06560468
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000700.color.png',)","[-0.49063733220100403, 0.1393001526594162, -0.35268434882164]","[-0.4793441891670227, 0.12230931967496872, -0.3229832053184509]","[0.823253333568573, 0.13302874565124512, -0.41197630763053894, -0.36719590425491333]","[0.8274831771850586, 0.1333540678024292, -0.40547487139701843, -0.3647991418838501]",0.93040365,0.03603306
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000745.color.png',)","[0.8967302441596985, -0.17995277047157288, 0.037449002265930176]","[0.871002733707428, -0.18510806560516357, 0.03503873944282532]","[0.9083462357521057, -0.027198899537324905, 0.28569209575653076, 0.3042162358760834]","[0.9101163744926453, -0.026856733486056328, 0.2838250696659088, 0.3006829619407654]",0.5004584,0.026349407
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000785.color.png',)","[-0.9589596390724182, -0.07170642912387848, -0.34305763244628906]","[-0.9427548050880432, -0.08349902927875519, -0.32412344217300415]","[0.8620104789733887, 0.12677454948425293, -0.38684412837028503, -0.3020229935646057]","[0.8645806908607483, 0.12878228724002838, -0.38079240918159485, -0.30151695013046265]",0.78931445,0.0275711
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000770.color.png',)","[0.7330149412155151, -0.10622994601726532, -0.05525938421487808]","[0.7181121706962585, -0.10679678618907928, -0.05437829717993736]","[0.8609952330589294, -0.018014319241046906, 0.37361711263656616, 0.34463465213775635]","[0.8613688945770264, -0.017596889287233353, 0.37261927127838135, 0.34480249881744385]",0.13705608,0.014939551
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000535.color.png',)","[0.6438526511192322, 0.4492329955101013, -0.1923675686120987]","[0.6584555506706238, 0.4609963893890381, -0.18358728289604187]","[0.9361761212348938, -0.06818515807390213, 0.2857089042663574, 0.1931203007698059]","[0.9357625246047974, -0.07130490243434906, 0.2840840816497803, 0.19636794924736023]",0.54965067,0.020705447
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000400.color.png',)","[1.0381954908370972, -0.02486637607216835, 0.3476473391056061]","[1.0386052131652832, -0.03823506087064743, 0.36338379979133606]","[0.9087275862693787, 0.008270423859357834, 0.32743290066719055, 0.2587150037288666]","[0.9093261957168579, 0.009867244400084019, 0.3250475227832794, 0.25956258177757263]",0.34717882,0.0206525
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000775.color.png',)","[0.7081658244132996, -0.08036978542804718, -0.06022780388593674]","[0.6970884203910828, -0.08219381421804428, -0.06734036654233932]","[0.8587507605552673, -0.017499873414635658, 0.3751504421234131, 0.34857288002967834]","[0.8572656512260437, -0.0175500325858593, 0.3778923451900482, 0.349263459444046]",0.36690792,0.013290015
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000840.color.png',)","[-0.46434009075164795, -0.14961831271648407, 0.07552023977041245]","[-0.4624621570110321, -0.1806638240814209, 0.10359714180231094]","[0.9765220880508423, 0.09411076456308365, -0.1385411024093628, -0.13547798991203308]","[0.976460874080658, 0.10066601634025574, -0.1343332678079605, -0.13544414937496185]",0.8917449,0.04190063
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000360.color.png',)","[0.5712013244628906, 0.07010123133659363, 0.15287786722183228]","[0.5640555620193481, 0.04750341176986694, 0.1699943095445633]","[0.9615753293037415, -0.016616258770227432, 0.2289297878742218, 0.15062537789344788]","[0.9629388451576233, -0.012906559742987156, 0.2238943874835968, 0.14984488487243652]",0.73807085,0.029235184
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000380.color.png',)","[-0.812471330165863, -0.443484902381897, -0.12164334207773209]","[-0.8096304535865784, -0.4987665116786957, -0.09351266175508499]","[0.9808024764060974, 0.18555887043476105, 0.023446157574653625, -0.05517898499965668]","[0.9776378273963928, 0.200923889875412, 0.02606467716395855, -0.0563429519534111]",1.8277192,0.062092368
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000110.color.png',)","[0.08740170300006866, -0.5573195815086365, -0.009937850758433342]","[0.08893314003944397, -0.576484203338623, 0.02256939187645912]","[0.9869360327720642, 0.14071156084537506, -0.03723796829581261, -0.06907195597887039]","[0.9870964288711548, 0.14300961792469025, -0.033445846289396286, -0.06379950046539307]",0.7883222,0.03776703
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000445.color.png',)","[1.6594184637069702, 0.07338854670524597, 0.33856016397476196]","[1.630173683166504, 0.07686344534158707, 0.3397411108016968]","[0.9090574979782104, 0.014429161325097084, 0.3333672285079956, 0.2495446652173996]","[0.910336434841156, 0.012849491089582443, 0.33104053139686584, 0.24806195497512817]",0.39167055,0.029474173
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000155.color.png',)","[-0.07577027380466461, -0.4178827106952667, 0.030703457072377205]","[-0.061546690762043, -0.4218349754810333, 0.053449831902980804]","[0.9790486693382263, 0.10524505376815796, -0.15230296552181244, -0.08480013906955719]","[0.9806339740753174, 0.10325002670288086, -0.14465701580047607, -0.08228524774312973]",0.9658998,0.027116938
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000060.color.png',)","[-0.7960972785949707, -0.060571424663066864, 0.08232840895652771]","[-0.7936128973960876, -0.09600905328989029, 0.10271484404802322]","[0.974908709526062, 0.02044083923101425, -0.16988544166088104, -0.14238715171813965]","[0.9750255346298218, 0.02939228154718876, -0.16752474009990692, -0.14281751215457916]",1.0616356,0.04095857
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000260.color.png',)","[-0.41321027278900146, -0.008135424926877022, 0.21039332449436188]","[-0.42817217111587524, -0.02800344116985798, 0.23125341534614563]","[0.9881935119628906, -0.07367382198572159, -0.09737411886453629, -0.09254157543182373]","[0.9880374073982239, -0.0688309594988823, -0.10117793083190918, -0.09384848177433014]",0.720904,0.03246136
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000990.color.png',)","[-0.5394045114517212, 0.24987302720546722, -0.0687892809510231]","[-0.520097553730011, 0.2764672636985779, -0.04721635580062866]","[0.9378365278244019, 0.027287403121590614, 0.28568151593208313, 0.19520285725593567]","[0.9366474747657776, 0.024123018607497215, 0.287658154964447, 0.19839949905872345]",0.57878196,0.039311618
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000065.color.png',)","[-0.8010091781616211, -0.0344214141368866, 0.042159102857112885]","[-0.8011677861213684, -0.06063306704163551, 0.06387944519519806]","[0.969496488571167, 0.017230745404958725, -0.18848715722560883, -0.1557317078113556]","[0.9697374701499939, 0.02516774646937847, -0.18667367100715637, -0.15533457696437836]",0.932924,0.034041874
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000810.color.png',)","[-0.8639450669288635, -0.12735424935817719, -0.1625656932592392]","[-0.8647156357765198, -0.1561666578054428, -0.13775044679641724]","[0.9255021810531616, 0.10318639129400253, -0.273630291223526, -0.24067600071430206]","[0.9276591539382935, 0.10612086951732635, -0.26796454191207886, -0.23744887113571167]",0.85408604,0.038033474
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000435.color.png',)","[1.5950943231582642, 0.03159056231379509, 0.347267746925354]","[1.565543293952942, 0.024551231414079666, 0.352146178483963]","[0.9052709341049194, 0.04407099261879921, 0.3437611162662506, 0.24570447206497192]","[0.9062403440475464, 0.04298294708132744, 0.34202462434768677, 0.24474485218524933]",0.27976462,0.030767102
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000265.color.png',)","[-0.37884312868118286, 0.002634946256875992, 0.19524241983890533]","[-0.3920459449291229, -0.015585551969707012, 0.22435878217220306]","[0.9875078797340393, -0.0750030055642128, -0.10019177943468094, -0.0957309752702713]","[0.9874480962753296, -0.07130993902683258, -0.10266585648059845, -0.09654483199119568]",0.51586074,0.0367976
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000655.color.png',)","[-0.3557004928588867, 0.17298786342144012, -0.3347688615322113]","[-0.3364756405353546, 0.14185498654842377, -0.29437166452407837]","[0.9279500246047974, 0.10827978700399399, -0.2515859007835388, -0.2527621388435364]","[0.9313703775405884, 0.11523476243019104, -0.242190882563591, -0.24619846045970917]",1.5865513,0.0545049
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000300.color.png',)","[-0.007462204899638891, 0.027946796268224716, 0.19973112642765045]","[-0.011517548933625221, 0.01020999439060688, 0.22024217247962952]","[0.9974101781845093, -0.03849678859114647, -0.03225775435566902, -0.05148201808333397]","[0.997541606426239, -0.03559240326285362, -0.03126039355993271, -0.05164066329598427]",0.3516587,0.027417932
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000090.color.png',)","[-0.08325597643852234, -0.550037682056427, -0.012598155997693539]","[-0.07864803820848465, -0.5791642069816589, 0.005639513023197651]","[0.9811176657676697, 0.1493515968322754, -0.06049925088882446, -0.10696791857481003]","[0.9809504747390747, 0.1556054949760437, -0.058097805827856064, -0.10073602199554443]",1.0482811,0.034672756
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000000.color.png',)","[-0.2145710438489914, -0.2357785403728485, 0.15652526915073395]","[-0.2349671870470047, -0.26939380168914795, 0.18273036181926727]","[0.9850252270698547, 0.12267830222845078, -0.033979687839746475, -0.11627914756536484]","[0.983479380607605, 0.13265925645828247, -0.03637807443737984, -0.11767111718654633]",1.1994092,0.047251407
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000910.color.png',)","[0.37764233350753784, -0.028973765671253204, 0.2378542572259903]","[0.37106984853744507, -0.0543210431933403, 0.2561536431312561]","[0.9944815039634705, 0.02613077498972416, 0.057815197855234146, 0.08355418592691422]","[0.9947430491447449, 0.02993386797606945, 0.05229399353265762, 0.08279810845851898]",0.77227324,0.03194604
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000965.color.png',)","[0.8534116148948669, -0.13959857821464539, 0.16159993410110474]","[0.8727776408195496, -0.15764763951301575, 0.20083379745483398]","[0.931320309638977, 0.12177475541830063, 0.3066502809524536, 0.1542043387889862]","[0.9319778680801392, 0.12464331090450287, 0.30437135696411133, 0.15244518220424652]",0.46980488,0.047329776
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000345.color.png',)","[0.44314250349998474, 0.03829241916537285, 0.14164431393146515]","[0.43507620692253113, 0.0256818700581789, 0.1742497831583023]","[0.9908146262168884, -0.017246048897504807, 0.1308305263519287, 0.029536327347159386]","[0.9914374351501465, -0.014777104370296001, 0.12657290697097778, 0.028510842472314835]",0.5774281,0.03587768
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000165.color.png',)","[-0.1765776425600052, -0.39646056294441223, 0.02163412608206272]","[-0.16475674510002136, -0.40123817324638367, 0.0506092868745327]","[0.9665355086326599, 0.1156153678894043, -0.18755850195884705, -0.13139279186725616]","[0.9675660133361816, 0.11408307403326035, -0.1835673302412033, -0.13078254461288452]",0.50821793,0.031656265
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000805.color.png',)","[0.756786584854126, 0.08306717872619629, -0.10747290402650833]","[0.7645449042320251, 0.07578806579113007, -0.09535888582468033]","[0.879108190536499, 0.007363246753811836, 0.3614112436771393, 0.31063881516456604]","[0.8790910840034485, 0.008352601900696754, 0.3614348769187927, 0.3106346130371094]",0.11190581,0.016122235
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000505.color.png',)","[0.06959456205368042, 0.20210419595241547, 0.10663682222366333]","[0.07842439413070679, 0.181441992521286, 0.1432570070028305]","[0.9967617392539978, 0.040301475673913956, -0.06765054911375046, 0.01628810353577137]","[0.996563196182251, 0.044342443346977234, -0.06753583997488022, 0.018286198377609253]",0.51737577,0.042964295
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000665.color.png',)","[-0.3825230598449707, 0.17219217121601105, -0.3242582082748413]","[-0.3662210702896118, 0.14354896545410156, -0.28978231549263]","[0.9023728966712952, 0.11783503741025925, -0.2962806522846222, -0.2899240255355835]","[0.9063922762870789, 0.12435252964496613, -0.28846344351768494, -0.28245067596435547]",1.5179754,0.047694605
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000745.color.png',)","[-0.7803215384483337, -0.028822269290685654, -0.31829074025154114]","[-0.7655448317527771, -0.03351062536239624, -0.3001764714717865]","[0.8446946740150452, 0.16896873712539673, -0.39318427443504333, -0.3214758336544037]","[0.8473025560379028, 0.1692853420972824, -0.389008492231369, -0.31952035427093506]",0.60780483,0.023842366
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000725.color.png',)","[1.07584810256958, -0.1533288061618805, 0.13664720952510834]","[1.0541096925735474, -0.170017272233963, 0.14355850219726562]","[0.938890278339386, -0.011738908477127552, 0.24533231556415558, 0.24116265773773193]","[0.9404964447021484, -0.011263935826718807, 0.2409345656633377, 0.2393537014722824]",0.576071,0.028263569
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000185.color.png',)","[-1.0431474447250366, 0.17810998857021332, 0.020240483805537224]","[-1.0416380167007446, 0.16124236583709717, 0.03879370167851448]","[0.9914316534996033, 0.08774129301309586, -0.0699414610862732, -0.06688039749860764]","[0.9912708401679993, 0.09335607290267944, -0.06528519839048386, -0.06636738777160645]",0.8374283,0.025120052
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000575.color.png',)","[-0.017791301012039185, 0.24944518506526947, -0.31223878264427185]","[-0.012459788471460342, 0.2227984517812729, -0.28260424733161926]","[0.9872815608978271, 0.06563763320446014, -0.08352373540401459, -0.11828242987394333]","[0.9877359867095947, 0.07174893468618393, -0.0807880088686943, -0.11270732432603836]",0.99935406,0.04020795
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000060.color.png',)","[-0.33409684896469116, -0.43954628705978394, -0.06735625863075256]","[-0.3543531596660614, -0.4960218667984009, -0.04353928938508034]","[0.9719734787940979, 0.15184657275676727, -0.08816108107566833, -0.15632596611976624]","[0.9704409241676331, 0.16259661316871643, -0.08760549873113632, -0.15534460544586182]",1.2511512,0.06455275
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000935.color.png',)","[0.20929695665836334, 0.30233827233314514, -0.026975423097610474]","[0.2329656183719635, 0.30338558554649353, 0.005330638028681278]","[0.8764975666999817, 0.053111836314201355, 0.4008350968360901, 0.2612708806991577]","[0.8743481040000916, 0.054858867079019547, 0.4024427831172943, 0.2656044065952301]",0.6167531,0.040062252
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000710.color.png',)","[-0.538705587387085, 0.1155087798833847, -0.3518444895744324]","[-0.5321020483970642, 0.09708303213119507, -0.31548652052879333]","[0.823536217212677, 0.13179190456867218, -0.41015976667404175, -0.3690365254878998]","[0.8270862698554993, 0.13454219698905945, -0.40537530183792114, -0.3653731942176819]",0.86229426,0.041291848
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000085.color.png',)","[-0.11249598860740662, -0.5483447313308716, -0.02988506481051445]","[-0.12266555428504944, -0.5770074725151062, -0.006036365404725075]","[0.9796163439750671, 0.15357114374637604, -0.06266186386346817, -0.11331963539123535]","[0.9790036082267761, 0.15966466069221497, -0.062417708337306976, -0.11028677970170975]",0.78334224,0.038648844
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000425.color.png',)","[-0.3732259273529053, -0.13361094892024994, 0.23805634677410126]","[-0.359945148229599, -0.16123540699481964, 0.24699367582798004]","[0.9984307289123535, 0.015470867976546288, 0.05086563527584076, -0.017589278519153595]","[0.998304009437561, 0.02416963130235672, 0.05171046778559685, -0.011443189345300198]",1.2245951,0.031927507
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000340.color.png',)","[-0.8423647880554199, -0.3270736038684845, -0.3179796040058136]","[-0.85508131980896, -0.37222689390182495, -0.2977695167064667]","[0.9693130254745483, 0.19284595549106598, -0.08517541736364365, -0.12644381821155548]","[0.9670907258987427, 0.20521870255470276, -0.08298877626657486, -0.12543439865112305]",1.4655063,0.05107815
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000245.color.png',)","[-0.8347709774971008, -0.20191630721092224, -0.4361749291419983]","[-0.8206969499588013, -0.2103101760149002, -0.41577884554862976]","[0.7703373432159424, 0.19142509996891022, -0.4759733974933624, -0.37866368889808655]","[0.7743454575538635, 0.19677570462226868, -0.47071951627731323, -0.3742881715297699]",1.0950241,0.026163628
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000550.color.png',)","[0.02423916570842266, 0.27041417360305786, -0.20864473283290863]","[0.027321092784404755, 0.24122893810272217, -0.16955626010894775]","[0.9909754991531372, 0.0747838020324707, -0.07360229641199112, -0.08341289311647415]","[0.9904152750968933, 0.08230011910200119, -0.07466209679841995, -0.08203641325235367]",0.88469535,0.048879288
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000455.color.png',)","[1.653003454208374, 0.20758919417858124, 0.22330342233181]","[1.6391026973724365, 0.21054717898368835, 0.2343829870223999]","[0.8895501494407654, 0.026271045207977295, 0.3660520017147064, 0.2720596194267273]","[0.891076385974884, 0.02330700308084488, 0.3638252317905426, 0.27031639218330383]",0.49732074,0.018020473
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000095.color.png',)","[-0.8522677421569824, 0.20678363740444183, -0.16143271327018738]","[-0.8282472491264343, 0.18767784535884857, -0.13066546618938446]","[0.885114312171936, 0.04324682801961899, -0.3563188314437866, -0.2962081730365753]","[0.8897663950920105, 0.0450703501701355, -0.3480324447154999, -0.2918182611465454]",1.2175441,0.043458473
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000920.color.png',)","[0.49100375175476074, 0.3452383279800415, -0.033099088817834854]","[0.5120702981948853, 0.3494805693626404, -0.010792714543640614]","[0.8476401567459106, 0.06488781422376633, 0.4410240650177002, 0.2877388596534729]","[0.8464280962944031, 0.06408798694610596, 0.4399450719356537, 0.29308807849884033]",0.6428509,0.030973705
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000580.color.png',)","[-0.027574921026825905, 0.24140851199626923, -0.32048797607421875]","[-0.01917843520641327, 0.21956859529018402, -0.2938397228717804]","[0.986797571182251, 0.06366828083992004, -0.08432400226593018, -0.12274546921253204]","[0.9873757362365723, 0.06922832131385803, -0.08063437044620514, -0.1174510270357132]",0.97797906,0.03546283
"('../data/deepslam_data/7Scenes/fire/seq-01/frame-000330.color.png',)","[0.3035387396812439, 0.01042201742529869, 0.16223980486392975]","[0.2830083668231964, -0.007350217550992966, 0.197773277759552]","[0.9974759221076965, -0.01623932644724846, 0.05471400171518326, -0.04224265366792679]","[0.9978927969932556, -0.01245132740586996, 0.05066564679145813, -0.03857380896806717]",0.7641223,0.044721093
"('../data/deepslam_data/7Scenes/fire/seq-02/frame-000585.color.png',)","[-0.03854544088244438, 0.23609434068202972, -0.33363327383995056]","[-0.025166334584355354, 0.21355535089969635, -0.3042490780353546]","[0.9857113361358643, 0.06261222064495087, -0.08961327373981476, -0.12815026938915253]","[0.986585795879364, 0.06822755187749863, -0.0859234631061554, -0.12087441235780716]",1.138478,0.039375596
