filename,predict_pose_x,gt_pose_x,predict_pose_q,gt_pose_q,ang_error,x_error
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00231.png',)","[27.120397567749023, 2.036000967025757, 7.491450786590576]","[27.01738166809082, 2.047551393508911, 7.229945659637451]","[0.922168493270874, -0.06252042949199677, 0.3766254782676697, -0.0620468370616436]","[0.9230115413665771, -0.06121254339814186, 0.3706280589103699, -0.08329249918460846]",2.5355892,0.28130165
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00233.png',)","[26.42327880859375, 2.2486956119537354, 7.964392185211182]","[26.140642166137695, 2.372185468673706, 7.778859615325928]","[0.9305877685546875, -0.058571964502334595, 0.357018381357193, -0.05580057203769684]","[0.9343473315238953, -0.06855017691850662, 0.3430236876010895, -0.06805042922496796]",2.4559274,0.35993826
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00235.png',)","[26.41609001159668, 2.5156404972076416, 8.693429946899414]","[25.797260284423828, 2.430832862854004, 8.411273956298828]","[0.9118438363075256, -0.02081087790429592, 0.4084271192550659, -0.03598644584417343]","[0.9092502593994141, -0.016919884830713272, 0.4127765893936157, -0.05092301964759827]",1.8612434,0.6853864
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00237.png',)","[26.476585388183594, 2.717744827270508, 9.453789710998535]","[25.9335880279541, 2.504457950592041, 9.295846939086914]","[0.9726689457893372, -0.05055219680070877, 0.22144393622875214, -0.04818990081548691]","[0.974410891532898, -0.038915619254112244, 0.21214094758033752, -0.06328711658716202]",2.4383347,0.60438675
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00239.png',)","[27.35471534729004, 2.826836109161377, 10.213183403015137]","[26.621435165405273, 2.7610878944396973, 10.113943099975586]","[0.9813182950019836, -0.10980507731437683, 0.1442178338766098, -0.06448694318532944]","[0.9817167520523071, -0.09844836592674255, 0.1376815289258957, -0.08708634972572327]",2.9936965,0.7428804
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00241.png',)","[27.83757972717285, 3.2042460441589355, 10.623287200927734]","[27.511266708374023, 3.1343486309051514, 10.37922191619873]","[0.976304292678833, -0.09036343544721603, 0.19196099042892456, -0.042607054114341736]","[0.9763641357421875, -0.09104184061288834, 0.1880834400653839, -0.0552188903093338]",1.5138447,0.4134413
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00243.png',)","[29.09317398071289, 3.2112390995025635, 11.28647518157959]","[28.58091926574707, 3.2334587574005127, 11.13049030303955]","[0.9744798541069031, -0.054983362555503845, 0.21565313637256622, -0.02931961603462696]","[0.9777860641479492, -0.05341601371765137, 0.20026306807994843, -0.031239304691553116]",1.8255767,0.5359383
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00245.png',)","[30.60515594482422, 3.2633206844329834, 11.652867317199707]","[30.21303939819336, 3.2497432231903076, 11.443625450134277]","[0.9466217160224915, -0.05236237496137619, 0.31468576192855835, -0.04624325782060623]","[0.9512889385223389, -0.056821227073669434, 0.2974446415901184, -0.05785675346851349]",2.4941936,0.4446593
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00247.png',)","[32.17140579223633, 3.5344552993774414, 11.310029029846191]","[31.583377838134766, 3.625382423400879, 10.929638862609863]","[0.9519072771072388, -0.04767224192619324, 0.2996087372303009, -0.04283199459314346]","[0.9537606835365295, -0.052142318338155746, 0.292081743478775, -0.0480625294148922]",1.1869458,0.70621616
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00249.png',)","[32.6882209777832, 3.0347988605499268, 11.435776710510254]","[32.46573257446289, 3.0805628299713135, 11.422877311706543]","[0.948178768157959, -0.08242158591747284, 0.3042278587818146, -0.040113527327775955]","[0.9527654051780701, -0.07894821465015411, 0.2879757583141327, -0.05545511841773987]",2.6443884,0.22751226
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00251.png',)","[34.014156341552734, 3.1166298389434814, 11.044136047363281]","[33.640560150146484, 3.0175437927246094, 10.853619575500488]","[0.9270285964012146, -0.057090822607278824, 0.36857888102531433, -0.0388360433280468]","[0.9299352169036865, -0.05745956301689148, 0.35985952615737915, -0.04919314384460449]",1.5875378,0.4309161
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00253.png',)","[35.29500198364258, 3.3095204830169678, 10.028658866882324]","[34.761844635009766, 3.2212367057800293, 9.48633861541748]","[0.9390433430671692, -0.07053134590387344, 0.33484748005867004, -0.03317038714885712]","[0.9416703581809998, -0.07017216086387634, 0.32439231872558594, -0.055700045078992844]",2.8618894,0.7656122
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00255.png',)","[36.39787292480469, 2.9893109798431396, 9.42538833618164]","[35.95549011230469, 2.8527164459228516, 9.06054973602295]","[0.9364175796508789, -0.04719192907214165, 0.34276044368743896, -0.05839795246720314]","[0.9331445097923279, -0.05226800590753555, 0.34759625792503357, -0.07540728896856308]",2.1412811,0.589464
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00257.png',)","[37.352439880371094, 2.4693546295166016, 8.11563777923584]","[36.747257232666016, 2.4461424350738525, 8.022626876831055]","[0.9172278642654419, -0.08713535964488983, 0.3857322335243225, -0.04807479679584503]","[0.9204376339912415, -0.08143255114555359, 0.3779410123825073, -0.057653289288282394]",1.6012832,0.61272824
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00259.png',)","[37.989322662353516, 2.7975265979766846, 7.4841389656066895]","[37.66965866088867, 2.712944507598877, 7.193162441253662]","[0.8997939229011536, -0.09124970436096191, 0.42271894216537476, -0.057906314730644226]","[0.9049720168113708, -0.08290573954582214, 0.41100960969924927, -0.07227332890033722]",2.4034152,0.44046172
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq1_frame00261.png',)","[39.00034713745117, 2.272113084793091, 7.404717445373535]","[38.36781692504883, 2.2667245864868164, 7.29426383972168]","[0.8826518654823303, -0.08434779196977615, 0.46100756525993347, -0.03582196310162544]","[0.8908765912055969, -0.0712287649512291, 0.4444807171821594, -0.06084666773676872]",3.8678207,0.64212424
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00002.png',)","[78.26435089111328, 4.849331378936768, 15.486143112182617]","[78.57791900634766, 4.8309736251831055, 15.96345043182373]","[0.8631693124771118, -0.08261202275753021, 0.4962256848812103, -0.043291106820106506]","[0.8699401617050171, -0.07799284905195236, 0.48334455490112305, -0.05915477126836777]",2.5229003,0.571388
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00004.png',)","[79.07196807861328, 5.144493103027344, 16.209623336791992]","[79.45408630371094, 5.017090320587158, 16.484872817993164]","[0.8747304677963257, -0.07688892632722855, 0.4706994891166687, -0.08588767051696777]","[0.8728563785552979, -0.05187636986374855, 0.4786314368247986, -0.07964080572128296]",3.0982895,0.4878607
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00006.png',)","[78.29049682617188, 4.247117519378662, 16.47966766357422]","[78.68891906738281, 4.245909214019775, 16.776836395263672]","[0.8422525525093079, -0.09455829113721848, 0.522042453289032, -0.09560950845479965]","[0.837134063243866, -0.0854131206870079, 0.52916419506073, -0.1090710237622261]",2.1181269,0.49704224
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00008.png',)","[77.14530944824219, 4.923865795135498, 16.309358596801758]","[78.00972747802734, 4.955376148223877, 16.663454055786133]","[0.8656693696975708, -0.06596295535564423, 0.4878818392753601, -0.09075618535280228]","[0.8684386014938354, -0.058058563619852066, 0.48261383175849915, -0.0976090058684349]",1.3796759,0.93466306
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00010.png',)","[76.24669647216797, 5.081254482269287, 16.70258331298828]","[77.37115478515625, 5.0265350341796875, 17.025117874145508]","[0.802998423576355, -0.1324697583913803, 0.5766701102256775, -0.07139314711093903]","[0.800665557384491, -0.11879698187112808, 0.5771505236625671, -0.1082557663321495]",4.513614,1.1710804
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00012.png',)","[75.89732360839844, 4.155296325683594, 16.801942825317383]","[76.43327331542969, 3.948184013366699, 17.360153198242188]","[0.8557252883911133, -0.10732937604188919, 0.5013139247894287, -0.06999339163303375]","[0.856959342956543, -0.09843342751264572, 0.4998393952846527, -0.07805263996124268]",1.3921007,0.8010845
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00014.png',)","[75.86417388916016, 5.341232776641846, 18.266996383666992]","[76.62615966796875, 5.382427215576172, 18.439184188842773]","[0.8782160878181458, -0.08908245712518692, 0.46633148193359375, -0.05775618925690651]","[0.8801249265670776, -0.06746182590723038, 0.46437373757362366, -0.0720144659280777]",2.984531,0.78228384
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00016.png',)","[75.15552520751953, 5.4115071296691895, 18.256755828857422]","[75.31721496582031, 5.256366729736328, 18.615036010742188]","[0.8978695273399353, -0.10792674869298935, 0.4176444411277771, -0.0880642980337143]","[0.9046061635017395, -0.08744137734174728, 0.4071889817714691, -0.09076818823814392]",2.7633703,0.4225835
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00018.png',)","[74.8580551147461, 5.586633205413818, 19.083398818969727]","[74.47042083740234, 5.462940692901611, 19.333040237426758]","[0.8869063258171082, -0.08619894087314606, 0.45014747977256775, -0.05774335935711861]","[0.8871371150016785, -0.08485886454582214, 0.4476335644721985, -0.07355903089046478]",1.840947,0.47736883
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00020.png',)","[73.07278442382812, 5.68305778503418, 19.608919143676758]","[73.40917205810547, 5.597623348236084, 19.861589431762695]","[0.8669530749320984, -0.11179205030202866, 0.48241209983825684, -0.05633290112018585]","[0.8754255771636963, -0.1045132577419281, 0.4653605818748474, -0.07840083539485931]",3.442484,0.42929938
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00022.png',)","[72.03241729736328, 5.6990275382995605, 20.206764221191406]","[72.15118408203125, 5.6814284324646, 20.2820987701416]","[0.861980140209198, -0.13491417467594147, 0.48269033432006836, -0.07614805549383163]","[0.8646339178085327, -0.11481742560863495, 0.4799078404903412, -0.0944114476442337]",3.143188,0.14174122
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00024.png',)","[71.71577453613281, 5.743459701538086, 20.397695541381836]","[70.76205444335938, 5.627006530761719, 20.260087966918945]","[0.887689471244812, -0.11728633940219879, 0.4404239356517792, -0.06540738046169281]","[0.8919388055801392, -0.11479749530553818, 0.42856451869010925, -0.08717328310012817]",2.8958766,0.9706077
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00026.png',)","[70.86589050292969, 5.885400295257568, 20.479753494262695]","[70.55679321289062, 5.751248359680176, 20.55059814453125]","[0.8833380341529846, -0.08877652138471603, 0.45547106862068176, -0.0661725252866745]","[0.8768020272254944, -0.08125925064086914, 0.4652842879295349, -0.09014271944761276]",3.1800785,0.34432083
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00028.png',)","[69.7880859375, 5.526711463928223, 19.33217430114746]","[69.91213989257812, 5.495697021484375, 19.328998565673828]","[0.8664295077323914, -0.08604904264211655, 0.4889611303806305, -0.053033459931612015]","[0.8702598214149475, -0.08179929107427597, 0.4801173210144043, -0.07378476113080978]",2.6662028,0.12791155
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00030.png',)","[69.61164855957031, 5.482917308807373, 18.188390731811523]","[69.40455627441406, 5.424079895019531, 18.001737594604492]","[0.888788640499115, -0.08244137465953827, 0.4483315646648407, -0.04750673845410347]","[0.8875304460525513, -0.06996595859527588, 0.45012494921684265, -0.06915230304002762]",2.8741713,0.28493586
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00032.png',)","[68.7641372680664, 4.937927722930908, 16.344207763671875]","[68.15262603759766, 4.878763675689697, 16.12120819091797]","[0.8894543051719666, -0.10442785918712616, 0.4433891475200653, -0.037037938833236694]","[0.8929710388183594, -0.1013903096318245, 0.4348987340927124, -0.05644376203417778]",2.4850762,0.6535864
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00034.png',)","[67.81449127197266, 4.614199161529541, 14.711665153503418]","[67.72518157958984, 4.589301586151123, 14.67247486114502]","[0.8785799741744995, -0.0764123871922493, 0.46842700242996216, -0.0532405711710453]","[0.8821688890457153, -0.0844467282295227, 0.458204984664917, -0.0685194879770279]",2.3353622,0.10065778
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00036.png',)","[68.04051208496094, 4.426538467407227, 14.254831314086914]","[67.6086654663086, 4.58639669418335, 14.003518104553223]","[0.8646196722984314, -0.08415202051401138, 0.4913521707057953, -0.06264497339725494]","[0.8657509088516235, -0.07960652559995651, 0.48617225885391235, -0.08817457407712936]",3.032664,0.5245994
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00038.png',)","[67.13689422607422, 3.575329065322876, 12.870444297790527]","[67.38895416259766, 3.2711844444274902, 13.050328254699707]","[0.8772274851799011, -0.06656502932310104, 0.4719349145889282, -0.057606108486652374]","[0.8725060820579529, -0.06722167879343033, 0.47779926657676697, -0.07695678621530533]",2.3798509,0.43404657
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00040.png',)","[67.51177978515625, 3.2760298252105713, 11.254639625549316]","[67.25626373291016, 3.1830248832702637, 11.592137336730957]","[0.8943198919296265, -0.09715636819601059, 0.4340660274028778, -0.04836633801460266]","[0.8987482190132141, -0.09038607776165009, 0.4243287146091461, -0.06345923244953156]",2.2573047,0.43340868
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00042.png',)","[67.79818725585938, 3.168780565261841, 9.909716606140137]","[67.23487854003906, 3.1631736755371094, 10.053991317749023]","[0.8867343068122864, -0.06118405610322952, 0.4548812210559845, -0.055154040455818176]","[0.8853040933609009, -0.06521136313676834, 0.45641976594924927, -0.06054028123617172]",0.80696595,0.5815181
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00044.png',)","[67.11467742919922, 2.731503486633301, 8.494919776916504]","[66.98827362060547, 2.804269552230835, 8.572367668151855]","[0.8796666264533997, -0.0886918380856514, 0.46593835949897766, -0.034953489899635315]","[0.8797914981842041, -0.07870130985975266, 0.46629878878593445, -0.04835916683077812]",1.91595,0.16513933
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00046.png',)","[67.12415313720703, 2.553711414337158, 7.957379341125488]","[66.16175842285156, 2.508079767227173, 8.279147148132324]","[0.9083313345909119, -0.0701787918806076, 0.40902477502822876, -0.05203675851225853]","[0.905677080154419, -0.06918101012706757, 0.4115939736366272, -0.07452159374952316]",2.6137223,1.0157856
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00048.png',)","[66.151123046875, 2.945434331893921, 8.542878150939941]","[65.44886016845703, 2.8933675289154053, 8.738533973693848]","[0.8742990493774414, -0.06390717625617981, 0.476133793592453, -0.06937985867261887]","[0.8738074898719788, -0.06294668465852737, 0.4728841781616211, -0.0942276194691658]",2.874443,0.73086613
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00050.png',)","[64.44871520996094, 3.105970621109009, 9.132608413696289]","[64.06621551513672, 3.1326661109924316, 9.099196434020996]","[0.8516016006469727, -0.07708889991044998, 0.5126459002494812, -0.07762835919857025]","[0.8564313054084778, -0.07424920052289963, 0.49997609853744507, -0.1050540953874588]",3.5211728,0.38488314
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00052.png',)","[62.67707824707031, 3.0822598934173584, 9.377918243408203]","[62.82806396484375, 3.261101245880127, 9.585405349731445]","[0.8638260364532471, -0.07621683925390244, 0.49313995242118835, -0.06934387981891632]","[0.8636032938957214, -0.08170474320650101, 0.48491790890693665, -0.11121288686990738]",4.930273,0.31278077
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00054.png',)","[61.697540283203125, 3.400224447250366, 9.984238624572754]","[61.6942253112793, 3.641643762588501, 10.084100723266602]","[0.849753737449646, -0.11530990898609161, 0.5072771310806274, -0.08539462834596634]","[0.8540136218070984, -0.10759114474058151, 0.4954664409160614, -0.11661005765199661]",3.9554772,0.261279
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00056.png',)","[61.2299919128418, 3.4813592433929443, 11.09243392944336]","[61.15452194213867, 3.500746965408325, 11.184857368469238]","[0.8582199215888977, -0.12408986687660217, 0.49457791447639465, -0.05876239761710167]","[0.862205982208252, -0.11210645735263824, 0.485683798789978, -0.09024511277675629]",4.0187,0.12088711
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00058.png',)","[60.11065673828125, 3.8536787033081055, 11.603696823120117]","[60.035648345947266, 3.8497111797332764, 11.25935173034668]","[0.8488906621932983, -0.10136288404464722, 0.5148038268089294, -0.06393182277679443]","[0.852595329284668, -0.10154873877763748, 0.5033347606658936, -0.09707345813512802]",4.0412335,0.35244226
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00060.png',)","[59.4201774597168, 3.7014362812042236, 12.64165210723877]","[59.31105422973633, 3.526562452316284, 12.716898918151855]","[0.8565772771835327, -0.11054820567369461, 0.4994794428348541, -0.06763656437397003]","[0.8607598543167114, -0.10259220004081726, 0.4906822741031647, -0.08830773830413818]",2.7729845,0.21943295
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00062.png',)","[58.34304428100586, 4.198741912841797, 13.585527420043945]","[58.340492248535156, 4.124195098876953, 13.400474548339844]","[0.8726102113723755, -0.07998402416706085, 0.47858116030693054, -0.05580345168709755]","[0.8720901012420654, -0.0745241567492485, 0.47525709867477417, -0.08964201807975769]",3.9467595,0.19952019
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00064.png',)","[57.390296936035156, 4.227470874786377, 14.7188720703125]","[56.87382125854492, 4.057522773742676, 14.33810806274414]","[0.8974394202232361, -0.07025927305221558, 0.4274727702140808, -0.08326643705368042]","[0.897932767868042, -0.07417352497577667, 0.4209119379520416, -0.10511089116334915]",2.6520736,0.66378516
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00066.png',)","[56.22596740722656, 4.442916393280029, 15.228615760803223]","[56.05974197387695, 4.2648820877075195, 15.342632293701172]","[0.8873318433761597, -0.0826667919754982, 0.4427337944507599, -0.09897085279226303]","[0.8892700672149658, -0.07973351329565048, 0.43491795659065247, -0.11699467897415161]",2.286589,0.26893657
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00068.png',)","[55.5403938293457, 4.789462089538574, 16.82375144958496]","[55.24358367919922, 4.6410346031188965, 16.65194320678711]","[0.8780975937843323, -0.0716811940073967, 0.46895185112953186, -0.06237402930855751]","[0.8828943371772766, -0.07000616192817688, 0.45559439063072205, -0.08961224555969238]",3.5251722,0.3736911
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00070.png',)","[54.71543502807617, 4.958444595336914, 17.684873580932617]","[53.771827697753906, 4.6992878913879395, 17.299156188964844]","[0.8978354930877686, -0.06424123048782349, 0.4324662983417511, -0.052320003509521484]","[0.897091805934906, -0.07297911494970322, 0.4296647906303406, -0.07272292673587799]",2.5647485,1.0518246
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00072.png',)","[52.233970642089844, 5.01454496383667, 17.591468811035156]","[52.57086181640625, 5.033121585845947, 17.603410720825195]","[0.9087387919425964, -0.1114378571510315, 0.39869654178619385, -0.053070757538080215]","[0.9088343381881714, -0.11394526809453964, 0.3958950340747833, -0.06560346484184265]",1.4987758,0.3376142
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00074.png',)","[52.5094108581543, 5.265674114227295, 18.455154418945312]","[51.58194351196289, 5.104965686798096, 18.16762351989746]","[0.8850201964378357, -0.09738585352897644, 0.45360732078552246, -0.03867429494857788]","[0.8879396319389343, -0.09633588790893555, 0.44539692997932434, -0.0624835342168808]",2.9077456,0.984224
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00076.png',)","[51.92433547973633, 5.024375915527344, 18.07440948486328]","[51.27760314941406, 5.023144245147705, 18.00967025756836]","[0.873256504535675, -0.10758373886346817, 0.4667920768260956, -0.08918564021587372]","[0.8813613057136536, -0.10760843753814697, 0.44800591468811035, -0.10446741431951523]",2.9259942,0.6499657
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00078.png',)","[52.59599304199219, 4.69728422164917, 16.97428321838379]","[51.01898956298828, 4.415511608123779, 16.531173706054688]","[0.9335934519767761, -0.07963770627975464, 0.34279781579971313, -0.06745937466621399]","[0.9284545183181763, -0.07840191572904587, 0.35613080859184265, -0.07068394124507904]",1.6841885,1.6621317
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00080.png',)","[51.34033203125, 4.506489276885986, 15.893296241760254]","[51.27890396118164, 4.400527000427246, 15.817639350891113]","[0.899082601070404, -0.10338931530714035, 0.42128974199295044, -0.05895765870809555]","[0.9083005785942078, -0.09568227082490921, 0.40030068159103394, -0.07479611784219742]",3.312934,0.14396311
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00082.png',)","[51.63664245605469, 4.1612772941589355, 14.825333595275879]","[51.48143768310547, 4.00795316696167, 14.657065391540527]","[0.911968469619751, -0.09529383480548859, 0.39739859104156494, -0.03615375608205795]","[0.919326901435852, -0.09644192457199097, 0.3776814937591553, -0.05379327014088631]",3.1491594,0.27551952
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00084.png',)","[52.11141586303711, 4.117722034454346, 13.132661819458008]","[52.089439392089844, 3.972654342651367, 12.905591011047363]","[0.904639720916748, -0.06087328866124153, 0.4216470420360565, -0.011632474139332771]","[0.9091648459434509, -0.06028963625431061, 0.4102310538291931, -0.03866532817482948]",3.4026875,0.27034932
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00086.png',)","[53.174964904785156, 3.5249507427215576, 12.253195762634277]","[52.96025085449219, 3.2939462661743164, 12.187533378601074]","[0.8763515949249268, -0.07323257625102997, 0.474595844745636, -0.03746671602129936]","[0.8825440406799316, -0.06895977258682251, 0.4610161781311035, -0.0618436262011528]",3.311516,0.32214397
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00088.png',)","[53.706600189208984, 3.1194608211517334, 10.315579414367676]","[53.26384353637695, 3.1153199672698975, 10.541388511657715]","[0.8619133234024048, -0.10429804027080536, 0.49558308720588684, -0.024994276463985443]","[0.8713214993476868, -0.09812172502279282, 0.47834062576293945, -0.04859311506152153]",3.5889924,0.49703154
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00090.png',)","[54.344886779785156, 2.716402053833008, 8.60100269317627]","[53.93069839477539, 2.758417844772339, 8.495831489562988]","[0.8451566696166992, -0.09593898057937622, 0.5230368971824646, -0.05420707166194916]","[0.8509069681167603, -0.08970203250646591, 0.5120416879653931, -0.07565850019454956]",2.9284008,0.42939296
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00092.png',)","[54.303646087646484, 2.4537408351898193, 7.57876443862915]","[54.2041130065918, 2.412240982055664, 7.788534641265869]","[0.8427487015724182, -0.09573250263929367, 0.528120756149292, -0.04121246188879013]","[0.8472164869308472, -0.09735317528247833, 0.5178603529930115, -0.0675816684961319]",3.2877924,0.23586567
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00094.png',)","[53.42150115966797, 2.282069206237793, 6.348209857940674]","[53.69734573364258, 2.4614391326904297, 6.205294132232666]","[0.8370958566665649, -0.10612454265356064, 0.5349189639091492, -0.043241653591394424]","[0.8376988172531128, -0.10124096274375916, 0.5329805016517639, -0.06279149651527405]",2.320568,0.35873207
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00096.png',)","[52.904991149902344, 1.9699960947036743, 5.252365589141846]","[52.83415222167969, 2.1855669021606445, 5.375319480895996]","[0.8290091753005981, -0.09978239983320236, 0.5483756065368652, -0.0455138273537159]","[0.8322027921676636, -0.09963289648294449, 0.5422073006629944, -0.059355467557907104]",1.7742631,0.2580825
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00098.png',)","[51.72662353515625, 1.9523617029190063, 5.070090293884277]","[51.43920135498047, 2.02990984916687, 5.094817638397217]","[0.8517447710037231, -0.091694176197052, 0.511346697807312, -0.06817284971475601]","[0.8498243689537048, -0.09282930940389633, 0.5114922523498535, -0.08693069964647293]",2.1649108,0.29872507
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00100.png',)","[50.47792053222656, 1.878692626953125, 5.187363147735596]","[50.0081901550293, 1.9614568948745728, 5.232987880706787]","[0.832324743270874, -0.07918087393045425, 0.5438908934593201, -0.07175348699092865]","[0.8357774019241333, -0.07955855876207352, 0.5339763164520264, -0.10007994621992111]",3.4619849,0.47914317
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00102.png',)","[49.377037048339844, 2.787909507751465, 6.0951008796691895]","[49.576568603515625, 2.970059633255005, 6.019215106964111]","[0.8156465291976929, -0.10750201344490051, 0.5634506344795227, -0.07541579008102417]","[0.8153521418571472, -0.11001606285572052, 0.5601182579994202, -0.09677331894636154]",2.4935658,0.28062457
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00104.png',)","[48.982505798339844, 2.226738929748535, 6.711170673370361]","[48.620826721191406, 2.240635871887207, 6.799304962158203]","[0.8281143307685852, -0.09889257699251175, 0.546217679977417, -0.07805850356817245]","[0.8287920951843262, -0.10043676942586899, 0.5410714149475098, -0.10128123313188553]",2.732607,0.37252185
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00106.png',)","[47.815948486328125, 2.701892614364624, 7.340343475341797]","[47.6463508605957, 2.5073161125183105, 7.437196254730225]","[0.8586661219596863, -0.07066476345062256, 0.5035926103591919, -0.06398046761751175]","[0.8589798212051392, -0.06537365168333054, 0.4999328553676605, -0.08914671838283539]",2.9769151,0.2756879
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00108.png',)","[47.38018798828125, 2.666555643081665, 8.252359390258789]","[46.652503967285156, 2.611954927444458, 8.17485523223877]","[0.871946394443512, -0.08832257986068726, 0.47582653164863586, -0.07414796203374863]","[0.8755194544792175, -0.08325999975204468, 0.4677637219429016, -0.08792363107204437]",1.9615705,0.7338339
"('../data/deepslam_data/Cambridge/KingsCollege/train/rgb/seq4_frame00110.png',)","[46.63286209106445, 2.911486864089966, 8.968022346496582]","[45.7593994140625, 2.7435765266418457, 8.879932403564453]","[0.8820834755897522, -0.05419787019491196, 0.46294885873794556, -0.06833580136299133]","[0.8821045160293579, -0.05105775222182274, 0.4603639245033264, -0.08573205769062042]",2.0463283,0.8938069
